10000 10000
6098 9989 10
9175 7505 1
1075 5070 7
1571 5264 8
7438 9027 9
1943 6910 5
5422 9576 10
2475 6557 8
7114 3295 5
2708 6608 3
6673 2706 3
4472 1882 10
7872 9309 10
1 880 6
9398 8318 4
7957 261 6
4961 2036 4
9392 4511 4
9331 7977 9
2475 686 9
2710 3711 8
2934 8183 10
7015 2408 1
9814 8761 1
581 8159 1
376 2468 5
7082 7430 3
6067 3174 6
1610 2506 5
6800 1333 1
4951 395 4
5808 3329 8
4899 344 8
3299 6510 9
8931 7092 10
9233 3820 9
9797 7254 1
5101 3322 5
4916 1284 3
9061 4437 7
243 9388 4
5137 5196 4
4566 95 10
2755 9746 3
3353 8677 7
4814 4262 7
2392 412 2
104 5513 4
991 6782 10
4383 5843 7
5461 2438 5
6935 7575 3
8090 8493 10
5941 1248 6
303 4601 5
8109 9416 8
9736 8160 2
4969 4617 5
7172 5608 7
3363 6343 2
7640 8157 1
7656 1444 6
2869 9534 10
880 1827 8
2286 8483 2
5072 6592 10
2121 2680 2
9582 7649 9
2557 1173 7
8665 889 3
617 4881 10
5007 2537 4
3324 1758 10
135 2639 7
1843 1277 10
856 2701 5
5637 4823 7
8578 4405 9
2489 3314 4
2007 8332 3
7869 8949 4
1888 308 4
3703 3632 2
5052 120 3
4581 8315 2
2592 9171 4
3548 4808 7
7185 9738 4
1175 2227 1
6338 4235 3
8743 8456 4
6028 6697 2
5851 400 6
3785 1805 6
4357 6386 1
8911 5330 4
9814 8879 4
5540 2416 3
8375 3591 2
4525 9929 9
5359 5024 6
5142 1053 5
1585 3256 5
1661 7041 10
8208 7751 8
3071 6662 1
7104 6476 10
2298 8368 6
3582 3095 7
7093 7621 8
7544 9332 5
99 4475 8
5703 6060 4
8059 4073 8
2221 8634 9
9120 1705 3
1350 8809 9
8811 7459 9
2336 1041 4
5804 4487 7
5554 2031 10
328 8482 7
2507 537 9
7942 8596 3
419 7169 9
6999 6290 4
241 3992 5
6311 2804 5
749 1492 8
4635 3649 5
6141 9203 8
3332 5883 10
4998 8390 7
9077 6332 6
3581 3104 7
6719 103 9
7914 345 2
7918 6656 8
1734 3758 10
2944 8393 9
2288 886 4
16 4219 7
2577 9217 9
5676 8294 4
7371 1875 8
8939 4946 1
6798 2860 8
5001 779 7
6008 8865 7
4859 1809 10
7360 450 8
9063 6818 7
3002 9395 7
5330 5071 1
6695 8794 9
4812 4086 5
9385 884 6
654 5885 7
8580 8245 4
2968 3104 4
5749 464 6
9417 5880 4
3655 5234 1
7111 6916 5
5214 3612 1
5192 4776 7
6468 4161 1
605 1168 8
1873 6100 3
2007 9069 10
302 4818 6
9047 587 6
962 4243 2
2272 1354 9
1358 6568 1
9239 8112 9
1205 933 1
408 1538 1
1847 3412 1
5180 5419 10
7969 2073 1
7574 7472 8
9412 8434 1
6483 7058 8
6823 8417 8
775 7656 1
9504 5213 6
8746 1973 4
9156 3821 8
5666 5353 7
7598 9674 2
4348 3600 4
8037 3012 8
9618 5848 7
8905 9023 6
1112 9799 2
7784 9303 7
5389 4401 1
885 9909 2
9792 1927 5
471 9525 1
3222 225 1
9798 8263 6
8455 4233 4
523 9490 7
1008 602 8
5501 4739 3
5208 6480 4
6888 7365 3
8741 3510 1
5947 3981 8
2827 3555 6
3307 3353 9
3152 8161 4
5197 8684 4
6266 6045 8
7133 1546 7
8 3106 10
931 9994 5
8116 8735 7
7228 4682 8
5865 3861 6
7432 7169 9
910 321 10
1325 1871 7
4878 8137 4
5386 1622 10
6984 1630 7
5063 8914 3
6860 7030 1
2166 610 5
7806 2827 7
7001 260 6
5901 7522 9
6611 8848 2
8709 3726 9
6852 5464 4
2893 2449 4
2041 3864 10
1184 724 2
1766 9243 2
7030 7049 10
2508 402 2
8803 6303 4
8124 2914 4
9315 7975 3
4996 4827 7
2299 7721 8
7584 6114 3
1784 7298 9
9365 5416 2
3909 2447 1
4928 4955 3
8911 111 7
4064 4587 3
4418 3902 9
4850 5250 8
7098 7549 1
1796 1486 6
6710 3270 6
2348 8987 3
7230 2896 2
5512 4176 9
7845 3087 10
2833 3504 7
7087 4274 2
9317 9124 2
6375 2574 4
3857 4370 10
7454 1080 2
4702 9781 1
7366 7011 10
2477 2523 6
8895 6720 6
1777 9553 2
9245 6641 6
616 2310 10
3590 8685 6
465 8895 7
8826 6349 9
6809 7403 2
3779 4769 3
9998 7246 9
6746 2494 9
2933 4271 5
2624 9868 8
6589 485 8
6030 427 6
8045 892 3
783 9718 4
4602 6527 8
4553 6658 7
7868 6657 6
58 9755 10
8968 2688 3
7432 5312 1
5241 1901 8
5361 4283 5
518 2328 9
4570 3112 9
1323 4066 8
5480 4971 7
759 2839 6
3284 9249 1
8303 8218 1
297 2002 5
5807 7244 6
4507 8957 1
7281 9475 9
3652 4045 1
9740 1720 7
5060 7201 1
686 7960 2
5673 7596 2
415 5899 10
7845 2548 2
6939 8355 8
4286 2862 5
5916 6496 10
6226 6500 7
3297 6240 8
785 7652 1
3245 4690 3
4897 363 9
2150 7130 8
1269 4975 6
2390 8266 3
7108 8904 8
782 1172 6
284 7399 6
3830 7048 6
9097 4185 1
4269 3783 1
7401 5032 5
8129 7182 5
1108 8451 3
6635 7193 1
518 4301 8
9967 1436 10
5912 8072 1
8357 1902 9
3394 7352 7
6084 1621 10
3465 9023 2
7561 3504 4
8787 4613 7
4989 1248 10
2162 8118 2
8239 8085 10
5488 349 2
2841 8706 6
889 8453 10
5827 4537 2
8196 4354 7
5597 1915 1
6532 7055 6
5918 8396 5
2498 558 5
9731 5149 3
4752 638 2
7845 9831 1
2840 7072 4
1540 2900 3
8213 1096 8
261 3046 5
9461 5930 10
9627 1849 9
7393 699 7
3277 430 7
9951 1534 7
623 9379 8
6353 2219 10
6888 111 2
1960 8324 9
1387 8585 7
5434 4399 7
183 378 8
9681 7771 7
6090 7400 9
7648 3704 3
9844 4327 2
8223 7032 4
3674 3920 5
2026 5880 2
7826 3620 7
6672 9054 8
7800 5589 6
778 1623 9
4454 7713 2
1265 1713 6
3257 1557 5
981 6132 7
924 6158 9
7330 4536 1
2061 2362 1
1730 5386 5
2149 3187 7
6595 3965 10
1515 4771 5
3836 6036 8
6213 5646 7
2917 6627 1
3005 3903 9
3365 7585 6
9606 5999 10
9466 7729 7
4733 9878 4
1941 2825 1
4420 4341 2
7316 4529 1
5573 743 7
8091 12 4
6741 3018 9
7901 6383 4
7246 2341 3
5306 8160 4
8752 2893 5
1737 1186 10
8687 5606 3
6760 9274 3
870 4847 6
626 9290 8
3361 6031 8
6351 3932 4
575 7531 5
7149 2837 5
1453 7941 10
1987 6030 6
1698 4717 4
5751 7829 8
4333 8700 7
10 5678 7
5699 5392 10
759 1743 3
2202 8670 6
2338 5820 3
635 7273 6
8176 5612 6
6904 7310 5
1237 3061 4
1197 3746 6
6003 3756 5
6452 5808 9
2931 6567 2
9695 5121 3
3990 3811 3
7474 798 8
8899 8975 10
2706 5879 10
1230 3468 4
7584 1017 2
5341 3373 1
8777 9825 9
7605 9108 8
4529 8804 9
123 9146 10
1537 6621 9
224 1872 6
875 4579 7
8836 2161 5
9859 6097 3
981 1439 8
2211 216 3
5601 4174 3
5558 8703 7
6988 8826 6
5877 363 9
1917 6939 1
3284 7814 2
530 6650 6
7597 2862 3
5681 195 2
7138 8758 1
8420 4359 7
5162 6269 10
7061 3257 8
4458 5486 3
8476 7404 4
718 7040 10
7540 7571 10
2875 1520 4
659 7201 9
9883 4339 9
9323 9111 10
5641 625 9
662 4038 6
4509 8496 3
1423 6972 9
1628 7691 9
9647 1583 2
668 810 2
4552 1469 3
4982 1352 4
4171 7027 5
4070 2668 1
6591 3330 9
6016 4191 8
928 1966 10
5948 3594 3
1657 3241 6
7640 262 8
8792 4814 8
3496 9796 2
2540 319 2
7046 742 10
2178 7333 3
1349 9701 6
9016 630 5
7 6578 1
8690 4587 5
5307 8580 7
2735 7372 1
7984 7220 9
4585 6112 1
4566 9511 3
3568 1689 8
2252 9390 9
1479 8406 1
2673 8414 2
3814 3456 1
4548 8763 1
5544 7850 5
7706 5834 6
9664 6772 10
8294 7690 1
4018 7610 3
3427 9862 3
6186 1342 2
5926 367 8
4949 4181 4
8560 5081 9
750 625 2
6665 8331 8
6152 4348 2
1751 8994 3
6862 3013 3
6366 6440 8
8908 8978 2
6209 1257 9
4628 6206 3
6503 4766 6
7142 5517 2
8335 8534 5
5362 4686 3
5514 6437 10
9708 9651 3
1512 6017 5
9531 1278 4
8892 3839 1
4973 8468 9
1587 4971 6
3282 8465 5
1955 6800 9
5312 8515 7
3016 381 4
9715 89 8
9427 7953 5
8284 7485 3
9767 2729 3
8859 4054 3
509 5641 4
574 5276 2
8860 3583 4
5680 8895 9
7186 1912 2
1482 1627 3
5429 7407 7
1745 5691 4
9340 1810 3
774 7021 10
676 7530 3
1901 4457 9
1592 3317 3
788 5350 8
8498 8888 2
6590 6722 10
1122 2151 9
9960 249 10
6283 9589 2
1688 363 3
1147 7391 3
2599 5644 10
5680 3589 10
2344 4377 2
7903 2875 10
5375 5817 3
4474 6940 6
3684 3252 7
2233 5888 8
8944 7576 3
9028 5075 4
290 4026 9
2362 9706 8
4103 2050 7
1194 9954 2
3525 5329 10
2579 6155 2
137 9839 6
7943 8424 4
1691 3720 10
2153 2748 7
6359 3038 4
9857 1752 10
3296 5855 3
7464 3401 9
8155 6927 8
1016 9506 5
7169 9643 6
6575 3939 2
1868 5630 2
1090 4135 10
1738 494 10
61 6703 3
4443 9999 10
875 3815 4
3613 1971 1
8032 9339 9
4958 2861 5
8075 9436 4
9616 7656 6
4877 5098 1
9238 6837 8
6637 6898 1
2141 7693 3
9853 8568 8
966 8533 1
5358 2917 1
5608 4227 2
1854 2302 10
2039 8270 8
7854 3147 7
4157 8737 6
954 1727 6
4454 220 10
658 6425 10
4326 3743 6
6316 9101 5
3998 1062 3
8189 2916 7
4520 1308 8
8508 9162 7
3946 9671 5
2573 6977 2
8098 7784 4
7669 8442 10
2161 2768 3
1538 5437 7
3832 9435 9
354 7625 7
5531 8497 5
8978 3357 10
1924 3655 3
9960 6228 1
9723 679 5
9707 4700 9
6116 6861 8
2620 8399 7
8226 8584 2
1246 8938 9
7183 821 7
779 6151 4
3538 4428 2
2321 4388 10
4433 464 1
4329 171 2
2667 2639 5
126 5259 7
3022 9838 3
5354 1084 3
1662 4619 5
2820 5399 8
7336 5289 6
5507 3962 7
6258 4747 1
7689 9076 2
172 1744 3
5868 1870 2
6316 4893 2
5348 6599 7
9671 8261 8
1167 1082 9
8814 8418 1
890 277 5
58 6535 3
3338 576 9
3141 748 5
5583 2969 6
9636 9285 1
9880 986 10
4856 657 3
7155 8176 7
4854 6990 7
546 4232 4
200 4290 2
4602 3980 8
4433 3473 9
6007 5408 8
9452 1397 5
494 1277 1
8135 2485 10
4038 9640 6
3726 846 9
1833 1392 3
216 1593 4
1487 6195 6
9687 6980 10
8635 2988 10
552 8792 7
4458 9287 4
9351 3774 9
4900 4164 2
4978 7891 8
8398 9724 3
6050 6292 6
4345 4132 3
6621 3819 4
8722 8806 4
6231 9358 6
5138 168 3
1673 9519 10
694 772 4
9355 2102 5
5214 500 1
2466 6550 4
7663 7248 8
5408 3869 9
3781 8943 5
1494 1526 5
4351 6664 3
6496 4690 3
2415 5384 5
2498 4739 7
6825 6305 9
875 8772 1
7570 6435 9
4749 1843 10
5747 1976 3
5551 9822 10
7417 4174 6
3100 670 6
4654 3085 2
6980 1935 3
1408 8760 9
6336 5988 1
4166 9910 8
9245 4660 4
896 6759 2
5139 2311 5
7260 6080 1
2397 9180 3
5873 186 10
7436 7166 5
3739 8574 8
6347 4910 8
4079 5429 8
4598 1026 10
6961 1922 10
7653 3413 3
4519 673 3
1911 3071 4
9973 5296 2
7472 2732 9
3258 2823 3
7805 9170 6
4692 9601 7
7842 4200 3
5651 7513 7
220 1518 1
3452 6037 6
2765 4300 7
7610 4273 5
2641 1745 10
1191 5004 3
1964 9161 6
351 206 9
4167 8048 9
5361 51 5
8477 6624 3
5007 76 3
8563 9193 3
1541 3155 7
9816 5797 4
3527 3340 8
3709 5304 2
5766 2007 8
7425 6174 8
9635 1535 1
9359 6365 5
602 1372 2
586 6287 7
8518 7829 3
724 3997 2
7380 7524 2
2687 7585 9
9860 9704 6
887 7129 3
2666 6764 10
4497 2476 5
2951 3078 8
7834 3664 7
1911 8534 6
5495 5611 5
4876 2991 1
3949 2030 7
8327 1891 1
1065 9130 2
9977 1797 8
3128 2646 4
6293 5597 2
7182 9784 8
4358 8047 5
5716 3542 6
1070 4770 7
301 8719 7
3469 3399 10
6341 4464 1
6342 793 10
9459 3921 8
1405 6566 7
6428 3748 1
5116 4459 8
8690 175 2
4227 7597 2
6403 7898 4
6961 7719 3
5763 412 9
3695 3106 4
3424 2566 7
8503 323 4
9179 6751 4
9640 1867 3
4499 6909 10
2901 7488 8
2424 243 8
667 7205 10
8661 9320 2
7471 3015 9
7074 2791 7
3303 1294 10
9746 473 1
2641 6465 1
9996 965 2
7525 218 1
9004 8994 4
8382 9662 1
1831 4675 1
5692 2147 6
9012 5573 9
4898 8876 3
1107 4974 7
4068 7616 4
1600 7612 1
6041 1489 1
7971 494 6
6497 5228 10
2227 7059 5
3630 9103 4
8047 8116 8
5256 3014 6
3758 474 3
9086 4542 9
7232 2494 3
6342 8535 4
2023 2859 8
3050 9356 6
3739 7935 7
9103 1565 3
9319 5965 9
8756 1221 5
9773 1331 9
5765 418 3
5725 4002 7
9649 344 5
5063 8719 4
7322 1769 10
4810 5508 7
9356 964 5
9358 283 10
3828 5391 1
7665 5164 4
1975 7282 2
828 9359 6
8526 9009 1
4760 4072 10
205 7746 2
5006 2556 10
7743 8265 6
8397 3975 9
1368 7804 10
5560 1821 7
1083 3796 9
3377 4624 8
9672 9503 7
6312 615 1
8024 821 10
7857 5827 6
3198 9922 1
9504 4671 7
6092 6039 3
8072 1599 4
1568 2683 10
8698 2412 7
8835 2084 2
4334 4749 7
256 9125 10
277 6982 8
6503 180 2
7345 9684 4
2163 2129 3
1137 201 3
5580 8121 8
172 3171 10
5740 2006 6
811 2692 5
2849 9301 2
5709 9578 4
748 2433 7
5709 9779 3
5342 8294 2
1015 9432 5
4639 1364 8
7298 7888 9
2369 3628 8
9524 791 2
7781 3641 3
5162 9350 4
5878 6450 7
6774 2159 8
58 7502 3
9120 4869 7
1086 5860 3
1174 3158 2
4432 1879 2
6049 7755 4
6711 5536 7
3025 7051 9
8918 9281 9
3597 6055 8
8054 2465 2
7158 1585 3
5694 9024 3
1947 198 3
2440 982 4
6561 7032 10
7826 95 8
2732 9472 1
3340 8391 2
398 8340 9
5968 6394 5
9039 3553 2
3332 5599 6
9836 3898 4
5851 6338 7
3744 9252 1
9393 7078 8
3283 9811 10
4223 9503 3
4445 9902 3
7073 5870 10
2167 1261 5
1551 945 4
3606 7134 5
2212 2985 5
1800 6729 7
4772 2475 8
7839 5758 1
6730 9981 4
4013 4426 6
5987 7852 8
4356 6371 2
2630 7922 7
2856 7881 3
6980 6445 8
3794 8245 10
6213 3017 5
2062 7208 3
7722 3938 4
2885 4303 3
4303 291 7
1590 999 8
2843 3630 3
8690 2838 4
4374 9818 9
6692 9964 6
2091 2529 3
9965 4591 1
9949 2313 1
9914 5199 5
658 9502 8
9254 7444 7
4222 288 9
3464 5330 7
6939 9704 5
6859 2748 2
5024 1191 1
2558 7508 3
7300 7457 6
5980 7372 7
5316 4382 1
4943 3637 6
5570 7859 6
6178 7675 8
5977 966 4
5593 7825 3
5174 2849 4
7285 5407 3
339 2707 2
5706 5039 6
6273 356 9
9045 5299 6
9262 7221 7
9767 9752 2
1954 5729 10
198 1322 5
7542 6497 4
9725 134 3
5769 6825 2
9271 2531 1
6496 5156 7
8104 4202 9
9701 3464 10
9157 9584 2
2640 7890 1
7089 4440 4
9363 1982 3
838 8060 9
7720 3829 4
13 9452 7
994 5949 6
8682 405 8
1670 107 4
8232 9264 8
8193 1905 9
236 5346 9
7249 4710 2
3463 5548 4
6163 9621 3
5688 5986 8
7744 6980 7
1309 2015 4
5428 37 3
3012 8269 8
6531 6463 5
1589 6699 1
7440 300 3
5273 115 4
1166 6278 5
7240 1966 3
2767 6062 4
595 3724 1
8829 9152 8
3521 8516 8
3830 1400 3
2396 2989 2
6309 6781 4
4931 2054 9
5454 9572 7
1950 6813 5
4433 5932 7
248 6528 3
8078 1709 8
5945 1582 6
8434 1765 6
7386 4161 6
3037 470 9
1692 5402 4
4110 7208 8
9158 9159 1
6172 3592 6
5601 3840 4
5105 1918 5
3762 4215 7
7288 2650 2
2213 36 6
6480 9426 6
7529 1118 10
6984 1581 9
6011 739 8
8204 3264 2
6329 5217 2
7334 322 2
48 4085 7
696 7725 9
6758 6290 8
9685 2771 4
3082 6652 4
1882 9988 5
4242 2351 7
5761 6907 1
872 3236 10
6175 6922 2
3396 3322 9
1184 4019 6
7975 7129 7
4802 6814 8
7407 9896 2
1130 8130 10
2787 2372 1
1535 4485 9
3547 1709 7
776 7884 2
4679 7632 4
2668 5169 3
1085 3144 2
9441 7946 8
6920 5353 5
1051 2835 5
1522 1974 10
4345 3509 7
7723 7056 7
7041 7832 1
3282 2512 6
2846 1532 5
2780 2617 1
9844 2059 7
3721 8979 2
7495 6383 7
5752 4257 2
2733 8602 3
4199 6325 10
7375 9719 2
4788 9353 6
9833 8551 8
6399 1332 6
6109 1176 7
117 1249 8
9478 8745 3
8026 849 1
8549 3582 3
2582 7781 1
23 1509 10
8944 6297 3
6730 2482 5
2399 8881 9
686 1342 7
1032 1459 6
6710 7289 3
5122 1667 2
7792 6569 6
5417 9151 8
9367 5526 9
3036 4470 6
2410 7552 8
336 9952 1
9594 638 3
6380 8023 4
4416 4733 3
7548 6207 10
7882 352 1
1797 5769 4
9846 1488 10
9404 4524 1
5259 3286 5
9948 3623 9
3518 3217 8
4782 5950 1
7505 6718 6
7517 618 5
5549 8500 9
149 6650 10
6605 6496 8
2234 5901 4
2334 7512 1
2691 3813 4
2999 7331 3
298 8466 5
5620 5971 3
2027 9841 4
4642 1742 4
3960 8243 4
1752 4848 3
4679 7083 6
8483 5769 8
5573 4812 3
2638 7812 7
9272 8110 3
1857 3731 4
7511 5758 7
3784 6752 1
4910 7065 5
6333 8817 3
6957 3496 8
3482 1979 10
3872 3904 2
8074 6542 4
5960 5815 7
2312 4024 10
988 1535 8
5856 5320 3
2467 230 8
7321 2915 7
3375 6225 5
2865 9707 5
4476 3579 1
4547 8006 6
8783 3966 3
1129 2631 7
3558 9971 4
8097 2179 6
5741 4646 8
450 8319 4
3976 8047 9
7351 7264 8
9057 1740 10
4667 6287 6
9524 1422 4
196 2551 7
1244 2461 8
3828 6911 8
8083 2652 6
8921 3103 8
9026 3431 5
5356 782 9
7745 9839 9
3714 859 8
4041 383 1
4687 6932 4
7963 8176 8
7563 8356 9
9342 6440 3
5767 1713 8
6864 7091 10
2360 8799 4
8768 2896 4
3268 6611 5
408 7004 10
2618 1691 2
83 9655 9
10 7218 7
3200 2912 9
9043 8679 4
692 1896 5
9421 608 6
5285 5729 3
7340 8997 6
6606 5757 10
6255 8375 2
2837 4811 9
3947 4821 9
3413 4374 1
5672 3417 2
2347 461 10
9762 9883 9
8679 1520 8
4141 5212 7
8918 1818 5
4348 8073 2
7821 7262 3
7301 7561 7
3999 975 1
9961 2999 10
4602 5346 1
3844 1460 6
7342 6492 6
6569 6985 10
7497 5904 8
7831 252 4
2893 4425 6
9117 1726 10
163 2077 7
5583 2038 8
772 2992 6
6423 6836 7
8308 4178 1
8066 7099 6
9387 4597 10
6175 2428 4
3740 1673 9
8567 791 7
956 954 4
672 2890 4
9739 3662 7
505 6437 3
9083 1098 4
4153 5516 3
6208 4903 2
4168 7430 3
5083 1170 6
424 9738 7
7490 7046 4
2986 7719 4
519 3810 8
7397 4315 6
1112 9750 6
9005 3903 2
349 6464 5
6291 6984 8
1013 2067 8
3760 2491 8
7299 9982 7
1792 9320 6
5527 6191 8
9276 3589 4
9463 4701 4
748 58 10
3901 407 4
1958 3050 8
7445 4063 5
454 4176 9
3202 1475 3
9348 9619 3
9565 1498 4
3592 774 3
8287 238 6
2733 7338 4
7434 1240 2
2247 3198 2
396 643 8
612 1097 4
3320 651 1
2362 6351 2
724 2268 10
1630 2213 6
9772 500 4
5320 9585 5
4573 7019 5
586 5618 3
9650 6014 8
2777 6627 5
6432 9947 9
7914 8662 10
9015 9386 9
7966 1016 2
7691 7141 4
4007 2461 10
7661 3386 1
2555 3973 10
6999 3623 4
2086 2752 3
4622 5536 3
7810 3450 5
3702 8817 3
1862 6783 10
5883 826 3
3108 4833 6
9919 8846 2
3750 7753 7
9551 4752 2
1366 3190 6
9809 7813 2
4551 1975 4
4307 5677 3
3449 7539 8
3608 9774 5
3612 9235 10
6077 9154 7
8281 9256 2
809 8807 5
6961 174 7
8568 6335 10
9360 886 8
6305 1545 5
2068 4994 7
7317 4955 3
7041 8567 8
7951 997 3
4059 9278 9
7920 87 9
2886 3400 3
1043 1969 8
3364 7681 6
7661 338 1
3988 8758 7
4206 6076 2
4198 3117 10
3426 7420 9
8160 7831 7
2150 2104 6
4948 4990 9
4272 2385 8
9931 5750 1
2828 9763 9
7270 103 8
6707 661 4
1098 4860 3
409 4638 6
717 9150 7
6655 1300 1
9033 2601 4
4811 3225 9
8910 3157 1
690 5985 7
9160 3256 10
6389 9963 4
3342 7413 4
6117 4175 4
6312 1244 4
690 7900 6
821 3285 7
8646 8096 3
2504 3358 2
4817 4048 7
6893 9560 5
5424 5950 10
4617 5644 4
5022 1761 1
65 4425 5
4258 5116 5
2456 2289 10
3254 935 8
7278 9791 6
4459 4608 6
3978 1501 7
6752 6926 9
5842 7895 3
8697 2918 7
5727 2983 4
4001 3594 10
6528 2402 1
2339 5656 6
6247 2935 10
9864 7394 8
7530 1372 2
1108 4477 8
6988 319 5
2160 5368 3
1798 7447 9
5862 1448 3
1393 4328 7
9214 6668 3
4321 2915 8
5572 9131 5
5080 6661 7
2441 4121 6
3080 1109 7
1614 9622 5
9419 7772 2
207 3634 3
941 1380 1
4077 6946 9
2869 7619 6
949 3192 10
6423 8272 3
9621 7065 5
7297 145 6
1643 8111 10
1358 7530 3
4871 4089 9
6185 5030 9
5476 5459 7
7786 8329 7
9364 5630 9
73 2053 3
3795 1674 8
7991 8971 5
9649 6967 8
928 8325 9
9980 9548 10
9019 5734 1
5789 7562 10
9506 1700 1
842 7416 1
1722 7489 6
874 7637 3
3443 1980 4
2509 1629 1
9686 2558 8
746 2538 9
5896 7909 3
2428 51 7
4419 9557 7
4740 6751 4
7042 8473 5
7750 5699 4
132 9142 5
7837 1651 6
2510 7689 4
5507 8436 5
757 4332 6
1741 6760 7
287 1179 4
6886 2271 5
901 5666 10
2405 3416 9
4251 9900 1
8077 7737 4
3532 247 6
7898 2107 2
4802 2864 6
5967 4606 6
3536 1245 7
661 8131 1
8186 9032 7
535 7790 5
4936 8393 5
8478 6470 4
3672 2 2
2907 4252 1
6930 9054 5
5285 1374 3
400 1262 9
9398 1923 10
668 109 5
3956 6997 5
660 8285 8
3616 6763 10
4310 435 4
1603 9694 7
1003 2976 1
9619 8261 7
2842 5013 9
3662 4412 3
6261 1432 4
597 5389 3
2723 2401 8
6890 6018 2
231 6680 9
3575 4635 6
1171 5638 2
4173 1609 6
4902 803 9
6892 4465 3
806 7079 6
4830 7676 7
8554 400 8
564 3642 8
2985 226 8
8545 3801 5
3800 1324 3
8384 1849 5
1229 3103 8
5439 9996 6
4062 802 5
469 1984 3
2265 539 5
2814 1103 10
9382 440 6
8981 5337 9
3216 5490 5
9440 3874 4
7274 1455 10
2264 6894 6
1719 7308 10
4605 4129 5
1519 2746 6
8834 5561 1
2495 4943 3
30 276 10
4070 3492 10
9434 2933 6
2999 6559 1
9668 5175 8
2685 3246 8
6505 7851 8
8661 5723 4
1356 909 5
7858 3404 10
4800 9786 9
7079 3856 1
1201 9642 6
9196 2641 8
8647 2310 3
7696 4995 10
405 7852 3
892 6513 8
478 4221 7
5624 2079 3
2066 3231 9
8784 6663 7
8994 7864 9
4842 7060 1
7249 2059 3
1183 6107 10
8364 6513 5
9749 3757 8
6856 4235 2
4873 9860 3
2645 1926 5
6556 710 10
4322 6056 4
1731 898 6
8133 4499 8
3197 5683 7
9608 399 10
3872 148 10
4650 7005 5
2353 8230 7
2135 7227 5
1501 135 7
7530 4458 4
7775 2541 4
1433 7026 4
3502 223 9
1678 6183 10
2720 56 9
7519 1058 6
2905 3411 8
4504 5546 7
8028 3400 3
8615 7282 3
1610 1410 6
5503 9195 2
248 2697 7
7028 727 10
4208 9799 8
7888 3670 6
4925 6576 7
192 7432 6
9038 5460 6
4372 427 10
4164 2037 10
9201 3893 5
4912 493 4
3550 3874 4
8372 4434 3
3249 8674 4
9185 3599 2
4883 3791 4
6128 9181 6
7125 3554 4
1757 4070 3
1446 3272 6
6683 4536 2
968 4439 6
5981 9163 2
794 2412 6
5629 7949 5
7040 2833 8
2235 5313 9
2890 8791 5
3973 548 8
9798 8346 2
3163 5029 8
9726 2350 9
163 8331 2
5034 5477 5
4931 1106 6
2075 4498 1
5714 3085 5
8535 5976 6
1261 6301 6
8058 6099 2
4479 5615 4
1789 1693 4
3537 1857 7
4449 3243 5
4125 8175 3
1750 6602 4
8561 8669 9
685 7204 7
7952 8465 1
5767 2876 2
8280 7355 9
5823 5496 3
5716 9034 2
293 3483 5
6699 3960 2
4211 5710 7
8926 4271 6
6727 1308 2
503 5612 9
3285 7731 5
8519 6012 3
9367 1835 9
8261 3904 3
9012 4197 8
9359 896 8
4232 1459 1
2060 386 2
8557 7113 3
2258 3968 7
7129 3606 9
8523 2125 1
3625 7844 8
4224 2458 2
208 7822 1
6028 7181 9
9455 7766 1
1297 6178 7
1059 4736 2
4833 3346 2
4219 475 10
1337 8999 5
819 8976 2
2137 9552 10
3710 9761 2
9481 2141 6
8851 7948 4
9681 9246 2
7249 6657 8
1930 1490 7
3284 2061 2
8243 3399 3
1680 570 2
2961 9059 4
3052 2770 7
4613 8603 8
9708 7454 7
8921 3488 3
665 737 2
792 2668 2
6970 2304 3
3624 547 4
9276 8579 7
6609 1540 6
7143 4592 8
3789 5558 3
8929 1618 10
2017 6892 8
4351 7557 5
3342 4701 5
3823 1672 9
2717 5296 9
1363 924 8
579 7534 1
5206 4677 5
2604 4818 3
4956 3747 2
1115 5764 4
762 6467 1
1147 9809 2
6903 9984 6
8612 2702 2
3572 4065 7
759 996 1
2191 6202 10
8216 8806 10
6150 115 8
9351 7582 4
5796 8345 2
9798 5844 3
8502 2747 8
8877 7711 10
901 1283 7
7497 8395 5
7979 6938 7
9490 5154 6
5819 1305 1
2248 7008 3
794 2805 10
5807 8955 4
629 7457 4
5436 2687 7
9297 3588 3
3575 7437 10
8849 1768 8
326 1258 3
3313 3429 10
63 5678 8
4395 2824 5
9777 8631 1
1002 5612 10
4975 7401 7
9364 3050 5
5036 6626 2
5455 1827 10
9164 8505 10
1676 1818 2
8197 1881 2
5375 2629 6
8061 8758 9
9703 9760 1
8803 1088 2
589 452 5
5964 1840 1
5127 3647 10
6059 2811 6
4600 4488 4
6571 9037 8
572 764 9
7397 8826 7
5557 8529 7
2978 7332 5
4151 4274 9
8375 6590 9
5577 1717 6
4607 4128 8
8494 8729 8
4199 1652 5
1786 2225 10
4706 5974 8
32 1532 7
1471 862 10
3997 1365 4
6976 6093 4
1794 1670 3
6612 2629 4
7889 1123 3
6358 1675 7
7512 3461 2
5783 8168 9
2880 4552 3
4859 2375 5
4170 6373 10
7755 3349 3
7930 1495 6
9822 8107 7
2195 2348 3
9649 8706 8
5108 2571 9
2791 4706 9
6449 7587 4
7991 8798 9
6747 2968 4
6869 723 3
3083 8653 1
968 4827 8
7835 3375 7
